,Nom de l'entreprise,Numéro et voie,Ville,Code postal,Commune,Numéro de téléphone,Numéro de fax,Site internet,E-mail générique,Numéro Siren,"Chiffre d'affaires net (H.T.)
kEUR
Dernière année disp.","Chiffre d'affaires net (H.T.)
kEUR
Année - 1","Dirigeant
Nom complet","Dirigeant
Personne physique ou morale",Description de l’activité,Activité principale de l'entreprise INSEE,"NAF Rév. 2, code principal (code)","Dirigeant
Age","Dirigeant
Nom",Commentaires 
5671.,SAMASSUR,210 RUE FREDERIC JOLIOT,AIX EN PROVENCE,13290,Aix-en-Provence,,,,,501924302,"2,420","1,951",M. Stephane Atia,Personne,Courtage en assurances.,Activités des agents et courtiers d'assurances,6622Z,40,Atia,
7738.,SOC AIXOISE DE GESTION D ASSURANCES,1285 RUE ANDRE AMPERE,AIX EN PROVENCE,13290,Aix-en-Provence,04 42 90 79 07,04 42 90 79 08,www.assurances-blanchard-13.fr,sagassur@assurances-blanchard.com,581620234,"1,605","1,730",M. Frederic Blanchard,Personne,,Activités des agents et courtiers d'assurances,6622Z,62,Blanchard,
427.,CS SARTROUVILLE,230 RUE FREDERIC JOLIOT,AIX EN PROVENCE,13290,Aix-en-Provence,,,,,518534029,"17,966",706,M. Shimon Cohen,Personne,"Acquisition, administration et exploitation par bail location ou autrement de tous immeubles la prestation de gestion locative de biens propres.",Location de logements,6820A,73,Cohen,
7197.,SGIT GESTION,860 RUE RENE DESCARTES,AIX EN PROVENCE,13290,Aix-en-Provence,,,,,331813451,"1,784","1,619",Mme Christine Valade,Personne,"Transactions immobilières, syndic de copropriétés et gestion de tous immeubles.",Agences immobilières,6831Z,58,Valade,
7385.,FIGUIERE IMMOBILIER,235 RUE LEON FOUCAULT,AIX EN PROVENCE,13290,Aix-en-Provence,04 42 39 93 99,04 42 39 94 01,www.arthurloydprovence.com,contact@arthurloyd-provence.com,316832187,"1,718","1,389",M. Pierre-Laurent Figuiere,Personne,,Agences immobilières,6831Z,37,Figuiere,
8531.,SOCIETE IMMOBILIERE SELECTION PROVENCALE,18 AVENUE ROGER CHAUDON,AIX EN PROVENCE,13290,Aix-en-Provence,04 42 24 03 35,,,,317528255,"1,386","1,119",M. Gerard Amy,Personne,Transactions immobilieres et commerciales,Agences immobilières,6831Z,66,Amy,
6567.,AUDIT ET CONSEIL DES ENTREPRISES,1140 RUE ANDRE AMPERE,AIX EN PROVENCE,13290,Aix-en-Provence,04 42 39 75 56,04 42 39 75 37,,service.administratif@audit-ace.com,343967907,"2,023","1,986",M. Eric Frankidjian,Personne,Exercice de la profession d'expert comptable et accessoirement la domiciliation d'entreprises.,Activités comptables,6920Z,46,Frankidjian,
7055.,SOC AIXOISE D'EXPERTISE COMPTABLE,100 RUE VICTOR BALTARD,AIX EN PROVENCE,13290,Aix-en-Provence,04 42 20 59 54,04 84 25 30 35,www.cpecf.com,,721620151,"1,832","2,003",M. Jean-Claude Calegari,Personne,,Activités comptables,6920Z,47,Calegari,
8423.,FIDUCIAIRE D'AIX LES MILLES,250 RUE VICTOR BALTARD,AIX EN PROVENCE,13290,Aix-en-Provence,04 42 90 41 80,04 42 90 41 89,www.fam-audit.com,marie-dominique.gaillard@fam-audit.com,331551671,"1,417","1,405",Mme Marie-Dominique Gaillard,Personne,Exercice de la profession d'expert comptable et exercice de la profession de commissaire aux comptes. Activité de domiciliation.,Activités comptables,6920Z,62,Gaillard,
9760.,AUDEC EXPERTISE,210 RUE FREDERIC JOLIOT,AIX EN PROVENCE,13290,Aix-en-Provence,04 42 60 95 45,,,,527553705,"1,066",515,M. Massar Yassine,Personne,"Exercice de la profession d'expert comptable, domiciliation des entreprises.",Activités comptables,6920Z,37,Yassine,
1260.,PMS MEDICALISATION,260 RUE RENE DESCARTES,AIX EN PROVENCE,13290,Aix-en-Provence,04 42 97 51 51,04 42 97 51 55,www.pmsm.fr,pmsm@promeds.com,487681520,"9,637","8,269",M. Christophe Catoir,Personne,Tous services fournis dans le domaine médical paramédical pharmaceutique de l'hygiène de l'esthétique et de la sécurité au travail notamment l'assistance médicale les tests biomédicaux la formation le conseil l'information l'audit dans les domaines précités toutes ventes de produits relatifs à l'un de ces domaines toutes opérations de prestations de service dans le domaine de la contre visite médicale et ce à destination de clients exerçant tous types d'activités.,Conseil pour les affaires et autres conseils de gestion,7022Z,45,Catoir,
2278.,THESAURUS,235 RUE LOUIS DE BROGLIE,AIX EN PROVENCE,13290,Aix-en-Provence,04 42 29 64 50,04 42 20 34 26,www.thesaurus.fr,,407986421,"6,035","6,524",M. Mocilito Benelbaz,Personne,"Conseil en gestion de patrimoine, conseil en investissements financiers transaction sur immeubles et fonds de commerce, courtage en assurance, promotion immobilière, la formation dans ces domaines, courtage en opérations de banque et en services de paiement.",Conseil pour les affaires et autres conseils de gestion,7022Z,63,Benelbaz,
5816.,RS DEVELOPPEMENT,10 RUE LOUIS ARMAND,AIX EN PROVENCE,13290,Aix-en-Provence,04 42 61 94 47,04 42 61 93 59,www.rsdeveloppement.com,contact@rsdeveloppement.com,502832843,"2,342","1,997",M. David Rebeyren,Personne,"Prestation de conseils et d'analyses dans le domaine de la sécurité et de la qualité produit, prestataire de formation professionnelle.",Conseil pour les affaires et autres conseils de gestion,7022Z,42,Rebeyren,
6127.,DEVELOP'INVEST,350 AV J R G GAUTIER DE LA LAUZIERE,AIX EN PROVENCE,13290,Aix-en-Provence,04 42 39 71 24,04 42 26 49 45,www.developinvest.com,,443582143,"2,203","2,033",M. Stephane Martin,Personne,"Prestations de services aux entreprises comprenant l'ingénierie et les études techniques , conception et réalisation de systèmes d'information .",Conseil pour les affaires et autres conseils de gestion,7022Z,45,Martin,
6381.,LINK MOBILITE,140 AVENUE DU 12 JUILLET 1998,AIX EN PROVENCE,13290,Aix-en-Provence,09 62 17 98 79,,www.linkmobilite.com,rh@linkmobilite.com,498846799,"2,098","2,584",M. Vincent Vallee,Personne,"Services logistiques pour la mobilité professionnelle, Transactions immobilières.",Conseil pour les affaires et autres conseils de gestion,7022Z,41,Vallee,
6704.,VINCIA,565 RUE RENE DESCARTES,AIX EN PROVENCE,13290,Aix-en-Provence,,04 42 59 31 07,,,438167066,"1,969","1,169",M. Pascal M Querro,Personne,"Conseil, organisation, gestion, direction, assistance à l'égard de toutes entreprises de tous secteurs d'activités , prise d'intérêts ou de participations dans touts sociétés, groupements, entreprises, françaises ou étrangères, généralement quelconques, quel que soit leur objet. Gestion d'un portefeuille de titres de participation. Exécution de toutes prestations de direction et de gestion auprès de toutes entreprises .",Conseil pour les affaires et autres conseils de gestion,7022Z,50,M Querro,
6720.,CUSTOMER BUSINESS MANAGEMENT,5 ALLEE DES BANQUIERS,AIX EN PROVENCE,13290,Aix-en-Provence,04 42 50 93 99,,,,484062633,"1,964","1,943",M. Xavier Charpentier,Personne,"Conseil, formation et services associés en systèmes d'information.",Conseil pour les affaires et autres conseils de gestion,7022Z,58,Charpentier,
7421.,NOVALFI PARTENAIRES,260 RUE GUILLAUME DU VAIR,AIX EN PROVENCE,13290,Aix-en-Provence,,,,,485399448,"1,707","1,340",M. Rodolphe Guillemin,Personne,"La mise en oeuvre de partenariats avec des professionnels du conseil tendant à promouvoir l'activité de gestion de patrimoine le conseil en gestion de patrimoine le conseil en gestion de patrimoine le courtage d'assurance l'activité d'Agent lié de prestataires de services d'investissements l'activité de mandataire non exclusif en opérations de banque et de services de paiement, l'activité de mandataire d'intermédiaire en opérations de banque et de services de paiement.",Conseil pour les affaires et autres conseils de gestion,7022Z,51,Guillemin,
8905.,ESAM,1330 AV J R G GAUTIER DE LA LAUZIERE,AIX EN PROVENCE,13290,Aix-en-Provence,,,,,534607122,"1,284",763,M. Cyrille Thierry,Personne,Conseil en gestion.,Conseil pour les affaires et autres conseils de gestion,7022Z,43,Thierry,
10507.,QSE SANTE,10 RUE DU LIEUTENANT PARAYRE,AIX EN PROVENCE,13290,Aix-en-Provence,,,,,498418607,909,318,M. Emmanuel Cassanas,Personne,"Conseils, audits, études, formation professionnelle continue des adultes.",Conseil pour les affaires et autres conseils de gestion,7022Z,55,Cassanas,
8738.,AMENAGEMENT TECHNIQUE CONCEPTION,235 RUE LEON FOUCAULT,AIX EN PROVENCE,13290,Aix-en-Provence,04 42 24 42 02,04 42 24 32 41,,,305242851,"1,328","1,215",M. Cyril Rodier,Personne,,Activités d'architecture,7111Z,41,Rodier,
907.,RAMBOLL ENVIRON FRANCE,155 RUE LOUIS DE BROGLIE,AIX EN PROVENCE,13290,Aix-en-Provence,04 42 90 74 96,04 42 90 71 58,www.ramboll-environ.com,,443685029,"12,077","12,245",M. Stephen Laking,Personne,,"Ingénierie, études techniques",7112B,56,Laking,
1608.,GLOBAL ECOPOWER,75 RUE DENIS PAPIN,AIX EN PROVENCE,13290,Aix-en-Provence,04 42 39 10 26,04 42 39 19 41,www.global-ecopower.com,,378775746,"8,079","7,451",M. M.Jean Marie Santander,Personne,"Conception, réalisation, fabrication, vente de produits intermédiaires et finis issus de la technologie des températures adaptée au domaine médical et paramédical. La conception et la fabrication de tout système de brumisation avec ou sans ventillation fixe ou mobile, individuelle ou collective. La conception, la fabrication et la production d'électricité issue des énergies renouvelables notamment à partir des énergies éoliennes, solaires (solaire photovoltaïque, solaire thermique), de la biomasse, l'hydraulique et la géothermie et le développement, la construction, l'exploitation et/ou la vente de centrales de productions d'électricité à partir des énergies renouvelables.","Ingénierie, études techniques",7112B,66,Santander,
4464.,SCIENCES ET TECHNIQUES INDUSTRIELLES DE LA LUMIERE,595 RUE PIERRE BERTHIER,AIX EN PROVENCE,13290,Aix-en-Provence,04 42 39 66 51,04 42 24 38 05,www.stilsa.com,contact@stilsa.com,389877283,"3,198","1,262",M. Cosimi Corleto,Personne,"Etude, realisation et commercialisation d'equipements scientifiques, techniques et industriels","Ingénierie, études techniques",7112B,52,Corleto,
4716.,NEUROSERVICE,595 RUE PIERRE BERTHIER,AIX EN PROVENCE,13290,Aix-en-Provence,04 42 99 12 20,04 42 64 34 09,www.neuroservice.com,contact@neuroservice.com,489218875,"3,014","2,289",M. Bruno M Buisson,Personne,La réalisation pour le compte de tiers de tests standardisés pour l'évaluation fonctionnelle de composés chimiques sur le système nerveux central et tout autre prestation de services dans les domaines de mesures physiologiques pharmacologiques Electro-Physiologiques ou optiques.,"Ingénierie, études techniques",7112B,52,M Buisson,
4753.,ADE,230 RUE FRANCOIS HENNEBIQUE,AIX EN PROVENCE,13290,Aix-en-Provence,04 42 93 33 33,04 42 26 29 07,,ade.aix@wanadoo.fr,389143256,"2,989","3,676",M. Jean-Marc Davin,Personne,"Étude, conception, travaux et réalisation d'aménagement d'espaces pour ensembles tertiaires et industriels. Commercialisation de matériaux pour le bâtiment.","Ingénierie, études techniques",7112B,64,Davin,
6112.,GINGER CEBTP DEMOLITION,1030 AVENUE JRGG DE LA LAUZIERE,AIX EN PROVENCE,13290,Aix-en-Provence,04 13 91 01 50,04 13 91 01 60,www.gingergroupe.com,cebtp-demolition.info@gingergroupe.com,417930195,"2,208","2,516",M. Philippe Margarit,Personne,Directement ou indirectement tant en France qu'à l'étranger les études concernant les techniques et la gestion des opérations de démolition ou de construction d'immeubles ou de toutes constructions par tous moyens.,"Ingénierie, études techniques",7112B,55,Margarit,
9118.,ACOUSTIQUE AUDIT ESPACE 9,1140 RUE ANDRE AMPERE,AIX EN PROVENCE,13290,Aix-en-Provence,04 42 90 56 30,,www.espace9.com,contact@espace9.com,393603592,"1,224","1,201",M. Roland Gaven,Personne,Bureau d'etude en acoustique et environnement,"Ingénierie, études techniques",7112B,56,Gaven,
9259.,ERASM,425 RUE RENE DESCARTES,AIX EN PROVENCE,13290,Aix-en-Provence,,,,,752164368,"1,186","1,252",M. Christophe Barnier,Personne,Réalisation de prestations de services d'ingénierie.,"Ingénierie, études techniques",7112B,51,Barnier,
9937.,A2G TECHNOLOGIES,1140 RUE ANDRE AMPERE,AIX EN PROVENCE,13290,Aix-en-Provence,,,,,435340278,"1,026",819,M. Daniel Garcin,Personne,Travaux de bureau d'études techniques.,"Ingénierie, études techniques",7112B,44,Garcin,
10464.,SUD ETUDES ET EQUIPEMENTS INDUSTRIE,645 RUE MAYOR DE MONTRICHER,AIX EN PROVENCE,13290,Aix-en-Provence,04 42 97 61 44,04 42 97 61 88,,,441442704,916,"1,147",M. Vincent Bernard,Personne,,"Ingénierie, études techniques",7112B,36,Bernard,
10510.,BETEM PACA,900 RUE ANDRE AMPERE,AIX EN PROVENCE,13290,Aix-en-Provence,04 42 26 06 97,04 42 38 35 31,www.betem.fr,paca@betem.fr,524516481,909,"1,084",M. Mikael Blanville,Personne,Bureau études techniques se rapportant à l'aménagement du territoire urbanisme ingénierie de la maintenance les bâtiments et constructions environnement toutes opérations.,"Ingénierie, études techniques",7112B,41,Blanville,
4440.,AP2E,240 RUE LOUIS DE BROGLIE,AIX EN PROVENCE,13290,Aix-en-Provence,04 42 61 29 40,04 42 61 29 49,www.ap2e.com,info@ap2e.com,491649067,"3,215","2,387",M. Pierre Cholat,Personne,"Recherche, développement, conception, intégration de systèmes d'analyse en ligne et en particulier, dans les domaines de l'environnement ou du process.",Recherche-développement en autres sciences physiques et naturelles,7219Z,51,Cholat,
10354.,REALISATIONS MEDITERRANEENNES DU SIGNAL,195 RUE AUGUSTE COMTE,AIX EN PROVENCE,13290,Aix-en-Provence,04 42 90 08 73,04 42 90 52 61,www.rms-signal.com,rms2015@rms-signal.com,402515167,938,920,M. Toufic Pierre M,Personne,"Prestations intellectuelles en traitement du signal et statistiques, realisation d'equipement sous-marins de localisation et de securite",Recherche-développement en autres sciences physiques et naturelles,7219Z,57,M,
8629.,CONTROLE GERE ENERGIE SERVICES,80 RUE CHARLES DUCHESNE,AIX EN PROVENCE,13290,Aix-en-Provence,04 42 39 46 43,04 42 39 46 43,,contact@cges.fr,351028659,"1,358","1,012",M. Yves Peneau,Personne,Adjonction d'activité : toutes prestations informatiques dans tous les domaines.,"Activités spécialisées, scientifiques et techniques diverses",7490B,69,Peneau,
726.,COFICIEL BUNGALOWS,215 RUE MAYOR DE MONTRICHER,AIX EN PROVENCE,13290,Aix-en-Provence,04 42 90 51 30,04 42 22 66 38,www.coficiel.fr,direction@coficiel.fr,403932296,"13,798","14,910",M. Christophe Briere,Personne,"Fabrication, location de conteneurs bungalows de chantier Location et négoce d'installations modulaires de chantier.",Location et location-bail de machines et équipements pour la construction,7732Z,50,Briere,
2583.,ESPACE PROGRAMME,180 RUE LOUIS ARMAND,AIX EN PROVENCE,13290,Aix-en-Provence,04 13 10 16 14,04 42 90 79 76,www.espaceprogramme.com,,354081812,"5,399","5,007",M. Patrick Bonnard,Personne,"Location et location-bail d'autrs biens personnels et domestiques, d'autres machines, équipements et biens matériels, l''achat, la vente, la location de construction et abris mobiles, l'aménagement intérieur et extérieur de constructions et abris mobiles.","Location et location-bail d'autres machines, équipements et biens matériels n.c.a.",7739Z,56,Bonnard,
4072.,MUNDI PARTNER,5 RUE CHARLES DUCHESNE,AIX EN PROVENCE,13290,Aix-en-Provence,04 42 53 54 99,,,,510751837,"3,526","1,995",Mme Christine Fanni,Personne,"Organisation de voyages de groupe, séminaires, congrès, conventions, voyages de stimulation, événements.",Activités des agences de voyage,7911Z,53,Fanni,
2448.,CNE,645 RUE MAYOR DE MONTRICHER,AIX EN PROVENCE,13290,Aix-en-Provence,04 90 59 69 94,04 90 59 54 98,,cne3@wanadoo.fr,480524115,"5,664","6,053",M. Pascal Boulanger,Personne,"Activité de nettoyage, entretien espaces verts.",Nettoyage courant des bâtiments,8121Z,54,Boulanger,
7616.,IRRIGATION ET SERVICES,850 CHEMIN DU PLAN D AILLANE,AIX EN PROVENCE,13290,Aix-en-Provence,04 42 60 75 45,04 42 24 36 44,,,418230306,"1,644","1,708",M. Eric Barbedienne,Personne,Services d'aménagement paysager,Services d'aménagement paysager,8130Z,39,Barbedienne,
6816.,MOVE EXPERT,355 RUE LOUIS DE BROGLIE,AIX EN PROVENCE,13290,Aix-en-Provence,04 42 99 11 11,09 70 63 10 94,www.move-expert.com,contact@move-expert.com,750542037,"1,925",n.d.,M. Sebastien Schmitt,Personne,Société de services et de conseil à destination des transporteurs.,Services administratifs combinés de bureau,8211Z,51,Schmitt,
1583.,LPCR DSP AIX,975 RUE RENE DESCARTES,AIX EN PROVENCE,13290,Aix-en-Provence,04 42 95 17 95,,www.lpcr.fr,accueil@lpcr.fr,508776150,"8,154","8,468",M. Jean- Emmanuel Rodocanachi,Personne,Exploitation par délégation de service public des établissements petite enfance de la ville d'Aix-en-Provence.,Accueil de jeunes enfants,8891A,48,Rodocanachi,
1451.,RIVAROSE,490 RUE DU REMOULAIRE,SALON DE PROVENCE,13300,Salon-de-Provence,04 42 05 79 00,04 42 05 78 99,www.rivarose-brut.com/fr/,,414763524,"8,680","7,763",M. Eric Piffaut,Personne,,Fabrication de vins effervescents,1102A,60,Piffaut,
7899.,SOCIETE D'EXPLOITATION DES ETABLISSEMENTS DONNADIEU DONNADIEU ET FILS SARL,CHEMIN DE LA GANDONNE,SALON DE PROVENCE,13300,Salon-de-Provence,04 90 53 03 15,04 90 53 18 18,www.donnadieu-emballage.com,contact@donnadieu-emballage.com,394295430,"1,557","1,470",M. Claude Donnadieu,Personne,"Fabrication et vente d'emballages, de fournitures pour conditionnement, tous travaux se rattachant à la transformation du papier et du plastique.",Fabrication d'emballages en papier,1721C,,Donnadieu,
3891.,RAMPAL PATOU,201 IMPASSE GASPARD MONGE,SALON DE PROVENCE,13300,Salon-de-Provence,04 90 56 07 28,04 90 56 52 18,www.rampal-latour.fr,info@rampal-latour.fr,453810756,"3,704","3,401",M. Jean-Louis Plot,Personne,"Achat, fabrication, vente de savons, de savonnettes, de paillettes, de corps gras et plus généralement, de tous produits chimiques.","Fabrication de savons, détergents et produits d'entretien",2041Z,49,Plot,
1748.,ETABLISSEMENTS MARIUS FABRE JEUNE,148 AVENUE PAUL BOURRET,SALON DE PROVENCE,13300,Salon-de-Provence,04 90 53 24 77,04 90 53 41 54,www.marius-fabre.fr,boutique@marius-fabre.fr,635680291,"7,547","7,157",M. Robert Bousquet,Personne,"Savonnerie traditionnelle, savon pur végétal sans colorant, savonnettes.",Fabrication de parfums et de produits pour la toilette,2042Z,75,Bousquet,
2391.,LYOFAL,CHEMIN DE LA GANDONNE,SALON DE PROVENCE,13300,Salon-de-Provence,04 90 53 57 58,04 90 53 62 08,www.lyofal.com,info.lyofal@synerlab.com,329541411,"5,796","4,342",M. Pierre-Philippe Banzet,Personne,Fabrication de produits pharmaceutiques de base.,Fabrication de produits pharmaceutiques de base,2110Z,49,Banzet,
8736.,ADEQUATION PERFORMANCE PLASTIQUE,RUE NICOLAS JOSEPH CUGNOT,SALON DE PROVENCE,13300,Salon-de-Provence,04 90 42 37 37,04 90 53 42 20,www.t-nb.com,info@t-nb.com,339609299,"1,329","1,134",M. Eric Lenoir,Personne,,Fabrication d'emballages en matières plastiques,2222Z,66,Lenoir,
8746.,EURL TRAMETAL,121 RUE DES TAILLEURS DE PIERRES,SALON DE PROVENCE,13300,Salon-de-Provence,04 90 56 72 25,04 90 56 03 67,,eurl.trametal@wanadoo.fr,429495880,"1,325",899,M. Antoine Pala,Personne,Tous travaux de chaudronnerie et tôlerie.,Fabrication de structures métalliques et de parties de structures,2511Z,59,Pala,
3097.,SOCIETE THERMIQUE DE SALON DE PROVENCE,11 CHEMIN DES CANOURGUES,SALON DE PROVENCE,13300,Salon-de-Provence,04 90 53 36 08,,,,637080276,"4,592","4,871",M. Hubert Lhoir,Personne,,Production et distribution de vapeur et d'air conditionné,3530Z,57,Lhoir,
2190.,AGGLOPOLE PROVENCE ASSAINISSEMENT,IMPASSE DE DION BOUTON,SALON DE PROVENCE,13300,Salon-de-Provence,04 83 06 70 00,,,,789938784,"6,255","6,674",M. Laurent Roulet,Personne,"Exploitation du service public d'assainissement de l'agglomération de Salon de Provence qu'elle assume en qualité de délégataire de la communauté d'agglomération de Salon de Provence. A ce titre, la société peut réaliser toutes opérations et prestations industrielles, techniques, commerciales, administratives, financières, mobilières ou immobilières se rattachant directement ou indirectement à l'exploitation du service public sus-indiqué ou susceptible d'en faciliter la réalisation, l'extension ou le développement.",Collecte et traitement des eaux usées,3700Z,52,Roulet,
5035.,ACCM ASSAINISSEMENT,140 IMPASSE DE DION BOUTON,SALON DE PROVENCE,13300,Salon-de-Provence,04 11 83 00 74,,,,815357033,"2,803",n.d.,M. Laurent Roulet,Personne,,Collecte et traitement des eaux usées,3700Z,52,Roulet,
999.,SARL CONSTRUCTIONS DE PROVENCE,383 CHEMIN DE LA BARTAVELLE,SALON DE PROVENCE,13300,Salon-de-Provence,04 90 42 12 12,04 90 53 49 42,www.villaslaprovencale.com,salon@villaslaprovencale.com,422939397,"11,286","11,521",M. Jacques M Patingre,Personne,"Constructeur de maisons individuelles avec fourniture de plans et construction de tous bâtiments, individuels ou collectifs à usage d'habitation ou professionnel + vente et fournitures de plans et de structures de maisons individuelles acquisition et exploitation de tous terrains à bâtir en vue de l'édification de mainsons individuelles ou autres bâtiments et l'exécution de tous travaux s'y rattachant, et la vente en l'état futur d'achèvement ou achevé.",Construction de maisons individuelles,4120A,52,M Patingre,
6597.,DELLAVALLE PERE ET FILS,CHEMIN DE LA GRANDE CARRAIRE,SALON DE PROVENCE,13300,Salon-de-Provence,04 90 53 70 15,04 90 53 70 15,,daniel.dellavalle@wanadoo.fr,398210484,"2,010","2,664",M. Daniel Dellavalle,Personne,"Genie civil , et ferroviaire",Construction de voies ferrées de surface et souterraines,4212Z,70,Dellavalle,
5715.,LES TERRASSEMENTS DE PROVENCE,296 CHEMIN DE LA LEVADE,SALON DE PROVENCE,13300,Salon-de-Provence,04 90 17 08 81,04 90 17 55 97,,,324969716,"2,397","2,347",M. Jacques Martino,Personne,"Travaux d'infrastructure générale, et notamment de terrassements, entreprise de travaux d'infrastructure générale et notamment de terrassement de voirie réseau divers VRD.",Travaux de terrassement courants et travaux préparatoires,4312A,74,Martino,
5805.,ENVIRECYCLAGE,600 ROUTE DE MARSEILLE,SALON DE PROVENCE,13300,Salon-de-Provence,,,,,519305718,"2,347","1,558",M. Alexis Galerne,Personne,Criblage concassage recyclage de matériaux agrégats.,Travaux de terrassement courants et travaux préparatoires,4312A,48,Galerne,
6871.,LCEPC,119 RUE DE LA FORGE,SALON DE PROVENCE,13300,Salon-de-Provence,04 90 42 98 81,04 90 50 91 55,,,481881365,"1,902","1,334",M. Fabien M Severy,Personne,"Installation, dépannage et service après-vente , chauffage, électricité, plomberie et climatisation .",Travaux d'installation d'équipements thermiques et de climatisation,4322B,34,M Severy,
9349.,SOCIETE ARMAND PEINTURES,19 BOULEVARD LEOPOLD COREN,SALON DE PROVENCE,13300,Salon-de-Provence,04 90 56 03 80,04 90 56 07 78,,armand-peinture@wanadoo.fr,388192569,"1,164","1,227",M. Jean-Francois Armand,Personne,,Travaux de peinture et vitrerie,4334Z,,Armand,
1569.,CHAUSSENDE ET FILS,7 RUE DE L ESTAMAIRE,SALON DE PROVENCE,13300,Salon-de-Provence,04 90 45 15 10,04 90 42 20 18,,,332537240,"8,189","8,631",M. Olivier Chaussende,Personne,,Commerce de gros d'équipements automobiles,4531Z,55,Chaussende,
6425.,ETABLISSEMENT TECHNIQUE EUROPEEN DE CONTROLE INDUSTRIEL,CENTRE COMMERCIAL,SALON DE PROVENCE,13300,Salon-de-Provence,04 90 42 20 71,04 90 42 20 44,,,348031865,"2,080","2,018",M. Christian Bonelli,Personne,Vente montage tous accessoires automobiles et motos opérations afférentes à l'entretien la réparation et la transformation des véhicules automobiles et motos Vente et montage de tous accessoires automobile et motos Ttes opérations afférentes à l'entretien la réparation et la transformation des véhicules automobiles et motos négoce de véhicules automobiles motocyclettes cyclomoteurs cyclés neufs et d'occasions.,Commerce de détail d'équipements automobiles,4532Z,48,Bonelli,
4391.,SHOP MOTO,215 RUE EUGENE PIRON,SALON DE PROVENCE,13300,Salon-de-Provence,04 90 42 26 16,04 90 53 49 02,,,312731524,"3,242","2,912",M. Robert Da Pont,Personne,,Commerce et réparation de motocycles,4540Z,62,Da Pont,
832.,RAVOIRE ET FILS,CHEMIN DE LA GANDONNE,SALON DE PROVENCE,13300,Salon-de-Provence,04 90 73 01 10,04 90 55 97 51,www.ravoire-fils.com,contact@ravoire-fils.com,341977015,"12,823","11,593",M. Olivier Ravoire,Personne,Élaboration fabrication conditionnement commercialisation et courtage de vins et spiritueux.,Commerce de gros (commerce interentreprises) de boissons,4634Z,39,Ravoire,
5635.,PARTENAIRE,CHEMIN DE LA GANDONNE,SALON DE PROVENCE,13300,Salon-de-Provence,,,,,391814274,"2,445","2,897",M. Olivier Ravoire,Personne,Intermédiaire de commerce en produits alimentaires.,Commerce de gros (commerce interentreprises) de boissons,4634Z,39,Ravoire,
8928.,MILLE ET UNE HUILES,ROUTE D EYGUIERES,SALON DE PROVENCE,13300,Salon-de-Provence,,,,,422191965,"1,278","1,199",Mme Catherine Gilbert,Personne,"Toutes opérations commerciales relatives aux huiles végétales, animales, aux huiles essentielles, aux parfums et aux cosmétiques.",Commerce de gros (commerce interentreprises) alimentaire non spécialisé,4639B,57,Gilbert,
6796.,DENTOSMILE,305 ALLEES DE CRAPONNE,SALON DE PROVENCE,13300,Salon-de-Provence,,,www.dentosmile.fr,,801674375,"1,931",530,M. Philippe Jean Albert Veran,Personne,Commerce de gros d'instruments et appareils chirurgicaux et médicaux pour les chirurgiens dentistes ainsi que de matériels et appareils pour les prothésistes.,Commerce de gros (commerce interentreprises) de produits pharmaceutiques,4646Z,52,Veran,
1500.,SALON CHAUFFAGE SANITAIRE,461 AVENUE GEORGES BOREL,SALON DE PROVENCE,13300,Salon-de-Provence,04 90 50 27 18,04 90 42 21 14,www.scs13.fr,scs-salon@scs13.fr,320992381,"8,463","8,637",M. Patrick Mallia,Personne,,Commerce de gros (commerce interentreprises) de fournitures pour la plomberie et le chauffage,4674B,63,Mallia,
8061.,MEDILIPS,19 BOULEVARD DES VENTADOUIRO,SALON DE PROVENCE,13300,Salon-de-Provence,,,,,520816943,"1,511",487,M. Nacim Taleb Bendiab,Personne,"L'achat et la vente de réactifs de laboratoires d'adjuvants et d'excipients de fabrication, de verrerie de laboratoires et de tout autre équipements et de consommables de laboratoires.",Commerce de gros (commerce interentreprises) de produits chimiques,4675Z,38,Taleb Bendiab,
2316.,CARPOSTAL SALON DE PROVENCE,839 BOULEVARD DES VENTADOUIRO,SALON DE PROVENCE,13300,Salon-de-Provence,04 90 42 34 14,04 90 57 85 41,www.carpostal.fr,,799007406,"5,949","5,738",M. Michael Andreas Burri,Personne,Exploitation du réseau de transport urbain de la communauté d'Aglomeration Salon-Etang de Berre-Durance.,Transports urbains et suburbains de voyageurs,4931Z,55,Burri,
3412.,AUTOCARS TRANS AZUR,839 BOULEVARD DES VENTADOUIRO,SALON DE PROVENCE,13300,Salon-de-Provence,06 64 48 26 20,04 90 53 71 11,,trans-azur@wanadoo.fr,349338673,"4,209","4,245",M. Michael Andreas Burri,Personne,"Adjonction d'activité :  garage d'entretien, de réparation, de vente de véhicules neufs et d'occasion, de tout véhicule automobile .",Autres transports routiers de voyageurs,4939B,55,Burri,
10467.,TRANSPORTS SUD HERAULT,364 RUE DU CLAPAREDO,SALON DE PROVENCE,13300,Salon-de-Provence,,,,,490424512,916,913,M. Rene Barrera Briceno,Personne,"Transport public routier de marchandises de toutes natures , ainsi que la location, avec ou sans chauffeur, de véhicules industriels pour le transport de marchandises d'un poids maximum autorisé ne dépassant pas 3,5 t. Stockage de marchandises .",Transports routiers de fret de proximité,4941B,44,Barrera Briceno,
